customerid,loanno,Month,Loan Amount,EMI Amount,Interest Rate (%),Repayment Period (Months),Credit Score,Credit History (Years),Outstanding Balance Amount,Bank Statement,payment
Cus0425,Loan0004,July,345664.63,12100.49,5.66,39,770,9,35937.18,"Transactions: 25, Deposits: 84363.47, Withdrawals: 53907.58",1
Cus0425,Loan0004,August,345664.63,12100.49,5.66,39,770,9,35937.18,"Transactions: 25, Deposits: 84363.47, Withdrawals: 53907.58",1
Cus0425,Loan0004,September,345664.63,12100.49,5.66,39,770,9,35937.18,"Transactions: 25, Deposits: 84363.47, Withdrawals: 53907.58",0
Cus0425,Loan0004,October,345664.63,12100.49,5.66,39,770,9,35937.18,"Transactions: 25, Deposits: 84363.47, Withdrawals: 53907.58",1
Cus0425,Loan0004,November,345664.63,12100.49,5.66,39,770,9,35937.18,"Transactions: 25, Deposits: 84363.47, Withdrawals: 53907.58",1
Cus0425,Loan0004,December,345664.63,12100.49,5.66,39,770,9,35937.18,"Transactions: 25, Deposits: 84363.47, Withdrawals: 53907.58",1
Cus0426,Loan0010,January,212630.37,8754.58,13.06,53,844,4,122395.47,"Transactions: 4, Deposits: 97005.66, Withdrawals: 31475.29",0
Cus0426,Loan0010,February,212630.37,8754.58,13.06,53,844,4,122395.47,"Transactions: 4, Deposits: 97005.66, Withdrawals: 31475.29",1
Cus0426,Loan0010,March,212630.37,8754.58,13.06,53,844,4,122395.47,"Transactions: 4, Deposits: 97005.66, Withdrawals: 31475.29",1
Cus0426,Loan0010,April,212630.37,8754.58,13.06,53,844,4,122395.47,"Transactions: 4, Deposits: 97005.66, Withdrawals: 31475.29",1
Cus0426,Loan0010,May,212630.37,8754.58,13.06,53,844,4,122395.47,"Transactions: 4, Deposits: 97005.66, Withdrawals: 31475.29",1
Cus0426,Loan0010,June,212630.37,8754.58,13.06,53,844,4,122395.47,"Transactions: 4, Deposits: 97005.66, Withdrawals: 31475.29",1
Cus0426,Loan0010,July,212630.37,8754.58,13.06,53,844,4,122395.47,"Transactions: 4, Deposits: 97005.66, Withdrawals: 31475.29",1
Cus0426,Loan0010,August,212630.37,8754.58,13.06,53,844,4,122395.47,"Transactions: 4, Deposits: 97005.66, Withdrawals: 31475.29",0
Cus0426,Loan0010,September,212630.37,8754.58,13.06,53,844,4,122395.47,"Transactions: 4, Deposits: 97005.66, Withdrawals: 31475.29",1
Cus0426,Loan0010,October,212630.37,8754.58,13.06,53,844,4,122395.47,"Transactions: 4, Deposits: 97005.66, Withdrawals: 31475.29",1
Cus0426,Loan0010,November,212630.37,8754.58,13.06,53,844,4,122395.47,"Transactions: 4, Deposits: 97005.66, Withdrawals: 31475.29",0
Cus0426,Loan0010,December,212630.37,8754.58,13.06,53,844,4,122395.47,"Transactions: 4, Deposits: 97005.66, Withdrawals: 31475.29",1
Cus0426,Loan0007,January,374036.62,12965.14,10.25,37,783,2,129904.58,"Transactions: 26, Deposits: 49622.06, Withdrawals: 51466.87",1
Cus0426,Loan0007,February,374036.62,12965.14,10.25,37,783,2,129904.58,"Transactions: 26, Deposits: 49622.06, Withdrawals: 51466.87",1
Cus0426,Loan0007,March,374036.62,12965.14,10.25,37,783,2,129904.58,"Transactions: 26, Deposits: 49622.06, Withdrawals: 51466.87",1
Cus0426,Loan0007,April,374036.62,12965.14,10.25,37,783,2,129904.58,"Transactions: 26, Deposits: 49622.06, Withdrawals: 51466.87",1
Cus0426,Loan0007,May,374036.62,12965.14,10.25,37,783,2,129904.58,"Transactions: 26, Deposits: 49622.06, Withdrawals: 51466.87",1
Cus0426,Loan0007,June,374036.62,12965.14,10.25,37,783,2,129904.58,"Transactions: 26, Deposits: 49622.06, Withdrawals: 51466.87",1
Cus0426,Loan0007,July,374036.62,12965.14,10.25,37,783,2,129904.58,"Transactions: 26, Deposits: 49622.06, Withdrawals: 51466.87",1
Cus0426,Loan0007,August,374036.62,12965.14,10.25,37,783,2,129904.58,"Transactions: 26, Deposits: 49622.06, Withdrawals: 51466.87",1
Cus0426,Loan0007,September,374036.62,12965.14,10.25,37,783,2,129904.58,"Transactions: 26, Deposits: 49622.06, Withdrawals: 51466.87",1
Cus0426,Loan0007,October,374036.62,12965.14,10.25,37,783,2,129904.58,"Transactions: 26, Deposits: 49622.06, Withdrawals: 51466.87",1
Cus0426,Loan0007,November,374036.62,12965.14,10.25,37,783,2,129904.58,"Transactions: 26, Deposits: 49622.06, Withdrawals: 51466.87",1
Cus0426,Loan0007,December,374036.62,12965.14,10.25,37,783,2,129904.58,"Transactions: 26, Deposits: 49622.06, Withdrawals: 51466.87",1
Cus0426,Loan0009,January,459023.38,8260.93,7.78,52,790,14,307118.02,"Transactions: 1, Deposits: 29443.56, Withdrawals: 26266.39",1
Cus0426,Loan0009,February,459023.38,8260.93,7.78,52,790,14,307118.02,"Transactions: 1, Deposits: 29443.56, Withdrawals: 26266.39",1
Cus0426,Loan0009,March,459023.38,8260.93,7.78,52,790,14,307118.02,"Transactions: 1, Deposits: 29443.56, Withdrawals: 26266.39",1
Cus0426,Loan0009,April,459023.38,8260.93,7.78,52,790,14,307118.02,"Transactions: 1, Deposits: 29443.56, Withdrawals: 26266.39",1
Cus0426,Loan0009,May,459023.38,8260.93,7.78,52,790,14,307118.02,"Transactions: 1, Deposits: 29443.56, Withdrawals: 26266.39",0
Cus0426,Loan0009,June,459023.38,8260.93,7.78,52,790,14,307118.02,"Transactions: 1, Deposits: 29443.56, Withdrawals: 26266.39",1
Cus0426,Loan0009,July,459023.38,8260.93,7.78,52,790,14,307118.02,"Transactions: 1, Deposits: 29443.56, Withdrawals: 26266.39",1
Cus0426,Loan0009,August,459023.38,8260.93,7.78,52,790,14,307118.02,"Transactions: 1, Deposits: 29443.56, Withdrawals: 26266.39",0
Cus0426,Loan0009,September,459023.38,8260.93,7.78,52,790,14,307118.02,"Transactions: 1, Deposits: 29443.56, Withdrawals: 26266.39",1
Cus0426,Loan0009,October,459023.38,8260.93,7.78,52,790,14,307118.02,"Transactions: 1, Deposits: 29443.56, Withdrawals: 26266.39",1
Cus0426,Loan0009,November,459023.38,8260.93,7.78,52,790,14,307118.02,"Transactions: 1, Deposits: 29443.56, Withdrawals: 26266.39",1
Cus0426,Loan0009,December,459023.38,8260.93,7.78,52,790,14,307118.02,"Transactions: 1, Deposits: 29443.56, Withdrawals: 26266.39",1
Cus0427,Loan0006,January,476200.91,13613.27,11.75,28,691,12,167802.94,"Transactions: 8, Deposits: 34896.92, Withdrawals: 80533.88",1
Cus0427,Loan0006,February,476200.91,13613.27,11.75,28,691,12,167802.94,"Transactions: 8, Deposits: 34896.92, Withdrawals: 80533.88",1
Cus0427,Loan0006,March,476200.91,13613.27,11.75,28,691,12,167802.94,"Transactions: 8, Deposits: 34896.92, Withdrawals: 80533.88",1
Cus0427,Loan0006,April,476200.91,13613.27,11.75,28,691,12,167802.94,"Transactions: 8, Deposits: 34896.92, Withdrawals: 80533.88",1
Cus0427,Loan0006,May,476200.91,13613.27,11.75,28,691,12,167802.94,"Transactions: 8, Deposits: 34896.92, Withdrawals: 80533.88",1
Cus0427,Loan0006,June,476200.91,13613.27,11.75,28,691,12,167802.94,"Transactions: 8, Deposits: 34896.92, Withdrawals: 80533.88",1
Cus0427,Loan0006,July,476200.91,13613.27,11.75,28,691,12,167802.94,"Transactions: 8, Deposits: 34896.92, Withdrawals: 80533.88",1
Cus0427,Loan0006,August,476200.91,13613.27,11.75,28,691,12,167802.94,"Transactions: 8, Deposits: 34896.92, Withdrawals: 80533.88",1
Cus0427,Loan0006,September,476200.91,13613.27,11.75,28,691,12,167802.94,"Transactions: 8, Deposits: 34896.92, Withdrawals: 80533.88",1
Cus0427,Loan0006,October,476200.91,13613.27,11.75,28,691,12,167802.94,"Transactions: 8, Deposits: 34896.92, Withdrawals: 80533.88",1
Cus0427,Loan0006,November,476200.91,13613.27,11.75,28,691,12,167802.94,"Transactions: 8, Deposits: 34896.92, Withdrawals: 80533.88",1
Cus0427,Loan0006,December,476200.91,13613.27,11.75,28,691,12,167802.94,"Transactions: 8, Deposits: 34896.92, Withdrawals: 80533.88",1
Cus0427,Loan0002,January,297353.72,12893.73,10.62,22,653,18,229202.9,"Transactions: 18, Deposits: 68345.82, Withdrawals: 76663.43",1
Cus0427,Loan0002,February,297353.72,12893.73,10.62,22,653,18,229202.9,"Transactions: 18, Deposits: 68345.82, Withdrawals: 76663.43",1
Cus0427,Loan0002,March,297353.72,12893.73,10.62,22,653,18,229202.9,"Transactions: 18, Deposits: 68345.82, Withdrawals: 76663.43",1
Cus0427,Loan0002,April,297353.72,12893.73,10.62,22,653,18,229202.9,"Transactions: 18, Deposits: 68345.82, Withdrawals: 76663.43",1
Cus0427,Loan0002,May,297353.72,12893.73,10.62,22,653,18,229202.9,"Transactions: 18, Deposits: 68345.82, Withdrawals: 76663.43",1
Cus0427,Loan0002,June,297353.72,12893.73,10.62,22,653,18,229202.9,"Transactions: 18, Deposits: 68345.82, Withdrawals: 76663.43",0
Cus0427,Loan0002,July,297353.72,12893.73,10.62,22,653,18,229202.9,"Transactions: 18, Deposits: 68345.82, Withdrawals: 76663.43",1
Cus0427,Loan0002,August,297353.72,12893.73,10.62,22,653,18,229202.9,"Transactions: 18, Deposits: 68345.82, Withdrawals: 76663.43",1
Cus0427,Loan0002,September,297353.72,12893.73,10.62,22,653,18,229202.9,"Transactions: 18, Deposits: 68345.82, Withdrawals: 76663.43",1
Cus0427,Loan0002,October,297353.72,12893.73,10.62,22,653,18,229202.9,"Transactions: 18, Deposits: 68345.82, Withdrawals: 76663.43",0
Cus0427,Loan0002,November,297353.72,12893.73,10.62,22,653,18,229202.9,"Transactions: 18, Deposits: 68345.82, Withdrawals: 76663.43",1
Cus0427,Loan0002,December,297353.72,12893.73,10.62,22,653,18,229202.9,"Transactions: 18, Deposits: 68345.82, Withdrawals: 76663.43",1
Cus0427,Loan0005,January,425995.75,13466.78,5.06,43,819,3,142181.73,"Transactions: 20, Deposits: 58441.13, Withdrawals: 82464.01",1
Cus0427,Loan0005,February,425995.75,13466.78,5.06,43,819,3,142181.73,"Transactions: 20, Deposits: 58441.13, Withdrawals: 82464.01",1
Cus0427,Loan0005,March,425995.75,13466.78,5.06,43,819,3,142181.73,"Transactions: 20, Deposits: 58441.13, Withdrawals: 82464.01",1
Cus0427,Loan0005,April,425995.75,13466.78,5.06,43,819,3,142181.73,"Transactions: 20, Deposits: 58441.13, Withdrawals: 82464.01",1
Cus0427,Loan0005,May,425995.75,13466.78,5.06,43,819,3,142181.73,"Transactions: 20, Deposits: 58441.13, Withdrawals: 82464.01",1
Cus0427,Loan0005,June,425995.75,13466.78,5.06,43,819,3,142181.73,"Transactions: 20, Deposits: 58441.13, Withdrawals: 82464.01",1
Cus0427,Loan0005,July,425995.75,13466.78,5.06,43,819,3,142181.73,"Transactions: 20, Deposits: 58441.13, Withdrawals: 82464.01",1
Cus0427,Loan0005,August,425995.75,13466.78,5.06,43,819,3,142181.73,"Transactions: 20, Deposits: 58441.13, Withdrawals: 82464.01",1
Cus0427,Loan0005,September,425995.75,13466.78,5.06,43,819,3,142181.73,"Transactions: 20, Deposits: 58441.13, Withdrawals: 82464.01",1
Cus0427,Loan0005,October,425995.75,13466.78,5.06,43,819,3,142181.73,"Transactions: 20, Deposits: 58441.13, Withdrawals: 82464.01",1
Cus0427,Loan0005,November,425995.75,13466.78,5.06,43,819,3,142181.73,"Transactions: 20, Deposits: 58441.13, Withdrawals: 82464.01",1
Cus0427,Loan0005,December,425995.75,13466.78,5.06,43,819,3,142181.73,"Transactions: 20, Deposits: 58441.13, Withdrawals: 82464.01",1
Cus0428,Loan0004,January,230389.45,13053.58,10.67,32,759,16,147328.29,"Transactions: 25, Deposits: 44442.67, Withdrawals: 33821.24",1
Cus0428,Loan0004,February,230389.45,13053.58,10.67,32,759,16,147328.29,"Transactions: 25, Deposits: 44442.67, Withdrawals: 33821.24",1
Cus0428,Loan0004,March,230389.45,13053.58,10.67,32,759,16,147328.29,"Transactions: 25, Deposits: 44442.67, Withdrawals: 33821.24",1
Cus0428,Loan0004,April,230389.45,13053.58,10.67,32,759,16,147328.29,"Transactions: 25, Deposits: 44442.67, Withdrawals: 33821.24",1
Cus0428,Loan0004,May,230389.45,13053.58,10.67,32,759,16,147328.29,"Transactions: 25, Deposits: 44442.67, Withdrawals: 33821.24",1
Cus0428,Loan0004,June,230389.45,13053.58,10.67,32,759,16,147328.29,"Transactions: 25, Deposits: 44442.67, Withdrawals: 33821.24",1
Cus0428,Loan0004,July,230389.45,13053.58,10.67,32,759,16,147328.29,"Transactions: 25, Deposits: 44442.67, Withdrawals: 33821.24",1
Cus0428,Loan0004,August,230389.45,13053.58,10.67,32,759,16,147328.29,"Transactions: 25, Deposits: 44442.67, Withdrawals: 33821.24",1
Cus0428,Loan0004,September,230389.45,13053.58,10.67,32,759,16,147328.29,"Transactions: 25, Deposits: 44442.67, Withdrawals: 33821.24",1
Cus0428,Loan0004,October,230389.45,13053.58,10.67,32,759,16,147328.29,"Transactions: 25, Deposits: 44442.67, Withdrawals: 33821.24",1
Cus0428,Loan0004,November,230389.45,13053.58,10.67,32,759,16,147328.29,"Transactions: 25, Deposits: 44442.67, Withdrawals: 33821.24",1
Cus0428,Loan0004,December,230389.45,13053.58,10.67,32,759,16,147328.29,"Transactions: 25, Deposits: 44442.67, Withdrawals: 33821.24",1
Cus0428,Loan0006,January,412218.83,10454.16,12.67,35,793,6,395444.96,"Transactions: 11, Deposits: 11433.46, Withdrawals: 27081.08",0
Cus0428,Loan0006,February,412218.83,10454.16,12.67,35,793,6,395444.96,"Transactions: 11, Deposits: 11433.46, Withdrawals: 27081.08",1
Cus0428,Loan0006,March,412218.83,10454.16,12.67,35,793,6,395444.96,"Transactions: 11, Deposits: 11433.46, Withdrawals: 27081.08",1
Cus0428,Loan0006,April,412218.83,10454.16,12.67,35,793,6,395444.96,"Transactions: 11, Deposits: 11433.46, Withdrawals: 27081.08",1
Cus0428,Loan0006,May,412218.83,10454.16,12.67,35,793,6,395444.96,"Transactions: 11, Deposits: 11433.46, Withdrawals: 27081.08",1
Cus0428,Loan0006,June,412218.83,10454.16,12.67,35,793,6,395444.96,"Transactions: 11, Deposits: 11433.46, Withdrawals: 27081.08",1
Cus0428,Loan0006,July,412218.83,10454.16,12.67,35,793,6,395444.96,"Transactions: 11, Deposits: 11433.46, Withdrawals: 27081.08",1
Cus0428,Loan0006,August,412218.83,10454.16,12.67,35,793,6,395444.96,"Transactions: 11, Deposits: 11433.46, Withdrawals: 27081.08",1
Cus0428,Loan0006,September,412218.83,10454.16,12.67,35,793,6,395444.96,"Transactions: 11, Deposits: 11433.46, Withdrawals: 27081.08",1
Cus0428,Loan0006,October,412218.83,10454.16,12.67,35,793,6,395444.96,"Transactions: 11, Deposits: 11433.46, Withdrawals: 27081.08",1
Cus0428,Loan0006,November,412218.83,10454.16,12.67,35,793,6,395444.96,"Transactions: 11, Deposits: 11433.46, Withdrawals: 27081.08",0
Cus0428,Loan0006,December,412218.83,10454.16,12.67,35,793,6,395444.96,"Transactions: 11, Deposits: 11433.46, Withdrawals: 27081.08",1
Cus0428,Loan0005,January,293158.28,11542.83,10.71,30,793,18,157793.72,"Transactions: 13, Deposits: 65662.39, Withdrawals: 16834.18",1
Cus0428,Loan0005,February,293158.28,11542.83,10.71,30,793,18,157793.72,"Transactions: 13, Deposits: 65662.39, Withdrawals: 16834.18",1
Cus0428,Loan0005,March,293158.28,11542.83,10.71,30,793,18,157793.72,"Transactions: 13, Deposits: 65662.39, Withdrawals: 16834.18",1
Cus0428,Loan0005,April,293158.28,11542.83,10.71,30,793,18,157793.72,"Transactions: 13, Deposits: 65662.39, Withdrawals: 16834.18",1
Cus0428,Loan0005,May,293158.28,11542.83,10.71,30,793,18,157793.72,"Transactions: 13, Deposits: 65662.39, Withdrawals: 16834.18",1
Cus0428,Loan0005,June,293158.28,11542.83,10.71,30,793,18,157793.72,"Transactions: 13, Deposits: 65662.39, Withdrawals: 16834.18",1
Cus0428,Loan0005,July,293158.28,11542.83,10.71,30,793,18,157793.72,"Transactions: 13, Deposits: 65662.39, Withdrawals: 16834.18",1
Cus0428,Loan0005,August,293158.28,11542.83,10.71,30,793,18,157793.72,"Transactions: 13, Deposits: 65662.39, Withdrawals: 16834.18",1
Cus0428,Loan0005,September,293158.28,11542.83,10.71,30,793,18,157793.72,"Transactions: 13, Deposits: 65662.39, Withdrawals: 16834.18",0
Cus0428,Loan0005,October,293158.28,11542.83,10.71,30,793,18,157793.72,"Transactions: 13, Deposits: 65662.39, Withdrawals: 16834.18",1
Cus0428,Loan0005,November,293158.28,11542.83,10.71,30,793,18,157793.72,"Transactions: 13, Deposits: 65662.39, Withdrawals: 16834.18",1
Cus0428,Loan0005,December,293158.28,11542.83,10.71,30,793,18,157793.72,"Transactions: 13, Deposits: 65662.39, Withdrawals: 16834.18",1
Cus0429,Loan0002,January,455662.64,9020.36,7.08,34,701,5,419783.0,"Transactions: 4, Deposits: 86050.85, Withdrawals: 76265.41",1
Cus0429,Loan0002,February,455662.64,9020.36,7.08,34,701,5,419783.0,"Transactions: 4, Deposits: 86050.85, Withdrawals: 76265.41",1
Cus0429,Loan0002,March,455662.64,9020.36,7.08,34,701,5,419783.0,"Transactions: 4, Deposits: 86050.85, Withdrawals: 76265.41",1
Cus0429,Loan0002,April,455662.64,9020.36,7.08,34,701,5,419783.0,"Transactions: 4, Deposits: 86050.85, Withdrawals: 76265.41",1
Cus0429,Loan0002,May,455662.64,9020.36,7.08,34,701,5,419783.0,"Transactions: 4, Deposits: 86050.85, Withdrawals: 76265.41",1
Cus0429,Loan0002,June,455662.64,9020.36,7.08,34,701,5,419783.0,"Transactions: 4, Deposits: 86050.85, Withdrawals: 76265.41",1
Cus0429,Loan0002,July,455662.64,9020.36,7.08,34,701,5,419783.0,"Transactions: 4, Deposits: 86050.85, Withdrawals: 76265.41",1
Cus0429,Loan0002,August,455662.64,9020.36,7.08,34,701,5,419783.0,"Transactions: 4, Deposits: 86050.85, Withdrawals: 76265.41",1
Cus0429,Loan0002,September,455662.64,9020.36,7.08,34,701,5,419783.0,"Transactions: 4, Deposits: 86050.85, Withdrawals: 76265.41",1
Cus0429,Loan0002,October,455662.64,9020.36,7.08,34,701,5,419783.0,"Transactions: 4, Deposits: 86050.85, Withdrawals: 76265.41",1
Cus0429,Loan0002,November,455662.64,9020.36,7.08,34,701,5,419783.0,"Transactions: 4, Deposits: 86050.85, Withdrawals: 76265.41",1
Cus0429,Loan0002,December,455662.64,9020.36,7.08,34,701,5,419783.0,"Transactions: 4, Deposits: 86050.85, Withdrawals: 76265.41",1
Cus0429,Loan0010,January,462939.34,13589.41,10.36,17,682,8,204867.35,"Transactions: 2, Deposits: 32131.32, Withdrawals: 23951.06",1
Cus0429,Loan0010,February,462939.34,13589.41,10.36,17,682,8,204867.35,"Transactions: 2, Deposits: 32131.32, Withdrawals: 23951.06",1
Cus0429,Loan0010,March,462939.34,13589.41,10.36,17,682,8,204867.35,"Transactions: 2, Deposits: 32131.32, Withdrawals: 23951.06",1
Cus0429,Loan0010,April,462939.34,13589.41,10.36,17,682,8,204867.35,"Transactions: 2, Deposits: 32131.32, Withdrawals: 23951.06",1
Cus0429,Loan0010,May,462939.34,13589.41,10.36,17,682,8,204867.35,"Transactions: 2, Deposits: 32131.32, Withdrawals: 23951.06",0
Cus0429,Loan0010,June,462939.34,13589.41,10.36,17,682,8,204867.35,"Transactions: 2, Deposits: 32131.32, Withdrawals: 23951.06",1
Cus0429,Loan0010,July,462939.34,13589.41,10.36,17,682,8,204867.35,"Transactions: 2, Deposits: 32131.32, Withdrawals: 23951.06",1
Cus0429,Loan0010,August,462939.34,13589.41,10.36,17,682,8,204867.35,"Transactions: 2, Deposits: 32131.32, Withdrawals: 23951.06",1
Cus0429,Loan0010,September,462939.34,13589.41,10.36,17,682,8,204867.35,"Transactions: 2, Deposits: 32131.32, Withdrawals: 23951.06",1
Cus0429,Loan0010,October,462939.34,13589.41,10.36,17,682,8,204867.35,"Transactions: 2, Deposits: 32131.32, Withdrawals: 23951.06",1
Cus0429,Loan0010,November,462939.34,13589.41,10.36,17,682,8,204867.35,"Transactions: 2, Deposits: 32131.32, Withdrawals: 23951.06",1
Cus0429,Loan0010,December,462939.34,13589.41,10.36,17,682,8,204867.35,"Transactions: 2, Deposits: 32131.32, Withdrawals: 23951.06",0
Cus0429,Loan0007,January,497803.18,8184.51,5.69,56,656,8,435645.46,"Transactions: 15, Deposits: 68310.55, Withdrawals: 29437.13",1
Cus0429,Loan0007,February,497803.18,8184.51,5.69,56,656,8,435645.46,"Transactions: 15, Deposits: 68310.55, Withdrawals: 29437.13",1
Cus0429,Loan0007,March,497803.18,8184.51,5.69,56,656,8,435645.46,"Transactions: 15, Deposits: 68310.55, Withdrawals: 29437.13",1
Cus0429,Loan0007,April,497803.18,8184.51,5.69,56,656,8,435645.46,"Transactions: 15, Deposits: 68310.55, Withdrawals: 29437.13",1
Cus0429,Loan0007,May,497803.18,8184.51,5.69,56,656,8,435645.46,"Transactions: 15, Deposits: 68310.55, Withdrawals: 29437.13",1
Cus0429,Loan0007,June,497803.18,8184.51,5.69,56,656,8,435645.46,"Transactions: 15, Deposits: 68310.55, Withdrawals: 29437.13",1
Cus0429,Loan0007,July,497803.18,8184.51,5.69,56,656,8,435645.46,"Transactions: 15, Deposits: 68310.55, Withdrawals: 29437.13",1
Cus0429,Loan0007,August,497803.18,8184.51,5.69,56,656,8,435645.46,"Transactions: 15, Deposits: 68310.55, Withdrawals: 29437.13",1
Cus0429,Loan0007,September,497803.18,8184.51,5.69,56,656,8,435645.46,"Transactions: 15, Deposits: 68310.55, Withdrawals: 29437.13",1
Cus0429,Loan0007,October,497803.18,8184.51,5.69,56,656,8,435645.46,"Transactions: 15, Deposits: 68310.55, Withdrawals: 29437.13",1
Cus0429,Loan0007,November,497803.18,8184.51,5.69,56,656,8,435645.46,"Transactions: 15, Deposits: 68310.55, Withdrawals: 29437.13",1
Cus0429,Loan0007,December,497803.18,8184.51,5.69,56,656,8,435645.46,"Transactions: 15, Deposits: 68310.55, Withdrawals: 29437.13",1
Cus0430,Loan0001,January,489377.14,14002.72,8.8,40,706,18,269757.48,"Transactions: 19, Deposits: 27301.52, Withdrawals: 26745.22",1
Cus0430,Loan0001,February,489377.14,14002.72,8.8,40,706,18,269757.48,"Transactions: 19, Deposits: 27301.52, Withdrawals: 26745.22",1
Cus0430,Loan0001,March,489377.14,14002.72,8.8,40,706,18,269757.48,"Transactions: 19, Deposits: 27301.52, Withdrawals: 26745.22",1
Cus0430,Loan0001,April,489377.14,14002.72,8.8,40,706,18,269757.48,"Transactions: 19, Deposits: 27301.52, Withdrawals: 26745.22",1
Cus0430,Loan0001,May,489377.14,14002.72,8.8,40,706,18,269757.48,"Transactions: 19, Deposits: 27301.52, Withdrawals: 26745.22",1
Cus0430,Loan0001,June,489377.14,14002.72,8.8,40,706,18,269757.48,"Transactions: 19, Deposits: 27301.52, Withdrawals: 26745.22",1
Cus0430,Loan0001,July,489377.14,14002.72,8.8,40,706,18,269757.48,"Transactions: 19, Deposits: 27301.52, Withdrawals: 26745.22",1
Cus0430,Loan0001,August,489377.14,14002.72,8.8,40,706,18,269757.48,"Transactions: 19, Deposits: 27301.52, Withdrawals: 26745.22",1
Cus0430,Loan0001,September,489377.14,14002.72,8.8,40,706,18,269757.48,"Transactions: 19, Deposits: 27301.52, Withdrawals: 26745.22",0
Cus0430,Loan0001,October,489377.14,14002.72,8.8,40,706,18,269757.48,"Transactions: 19, Deposits: 27301.52, Withdrawals: 26745.22",1
Cus0430,Loan0001,November,489377.14,14002.72,8.8,40,706,18,269757.48,"Transactions: 19, Deposits: 27301.52, Withdrawals: 26745.22",1
Cus0430,Loan0001,December,489377.14,14002.72,8.8,40,706,18,269757.48,"Transactions: 19, Deposits: 27301.52, Withdrawals: 26745.22",1
Cus0430,Loan0005,January,355571.42,10797.32,9.91,36,791,9,251298.65,"Transactions: 12, Deposits: 82308.35, Withdrawals: 33720.16",1
Cus0430,Loan0005,February,355571.42,10797.32,9.91,36,791,9,251298.65,"Transactions: 12, Deposits: 82308.35, Withdrawals: 33720.16",1
Cus0430,Loan0005,March,355571.42,10797.32,9.91,36,791,9,251298.65,"Transactions: 12, Deposits: 82308.35, Withdrawals: 33720.16",1
Cus0430,Loan0005,April,355571.42,10797.32,9.91,36,791,9,251298.65,"Transactions: 12, Deposits: 82308.35, Withdrawals: 33720.16",1
Cus0430,Loan0005,May,355571.42,10797.32,9.91,36,791,9,251298.65,"Transactions: 12, Deposits: 82308.35, Withdrawals: 33720.16",1
Cus0430,Loan0005,June,355571.42,10797.32,9.91,36,791,9,251298.65,"Transactions: 12, Deposits: 82308.35, Withdrawals: 33720.16",1
Cus0430,Loan0005,July,355571.42,10797.32,9.91,36,791,9,251298.65,"Transactions: 12, Deposits: 82308.35, Withdrawals: 33720.16",1
Cus0430,Loan0005,August,355571.42,10797.32,9.91,36,791,9,251298.65,"Transactions: 12, Deposits: 82308.35, Withdrawals: 33720.16",1
Cus0430,Loan0005,September,355571.42,10797.32,9.91,36,791,9,251298.65,"Transactions: 12, Deposits: 82308.35, Withdrawals: 33720.16",1
Cus0430,Loan0005,October,355571.42,10797.32,9.91,36,791,9,251298.65,"Transactions: 12, Deposits: 82308.35, Withdrawals: 33720.16",1
Cus0430,Loan0005,November,355571.42,10797.32,9.91,36,791,9,251298.65,"Transactions: 12, Deposits: 82308.35, Withdrawals: 33720.16",1
Cus0430,Loan0005,December,355571.42,10797.32,9.91,36,791,9,251298.65,"Transactions: 12, Deposits: 82308.35, Withdrawals: 33720.16",1
Cus0430,Loan0004,January,311068.55,14300.37,14.24,32,738,12,23964.86,"Transactions: 23, Deposits: 22104.35, Withdrawals: 87395.02",1
Cus0430,Loan0004,February,311068.55,14300.37,14.24,32,738,12,23964.86,"Transactions: 23, Deposits: 22104.35, Withdrawals: 87395.02",1
Cus0430,Loan0004,March,311068.55,14300.37,14.24,32,738,12,23964.86,"Transactions: 23, Deposits: 22104.35, Withdrawals: 87395.02",1
Cus0430,Loan0004,April,311068.55,14300.37,14.24,32,738,12,23964.86,"Transactions: 23, Deposits: 22104.35, Withdrawals: 87395.02",1
Cus0430,Loan0004,May,311068.55,14300.37,14.24,32,738,12,23964.86,"Transactions: 23, Deposits: 22104.35, Withdrawals: 87395.02",1
Cus0430,Loan0004,June,311068.55,14300.37,14.24,32,738,12,23964.86,"Transactions: 23, Deposits: 22104.35, Withdrawals: 87395.02",1
Cus0430,Loan0004,July,311068.55,14300.37,14.24,32,738,12,23964.86,"Transactions: 23, Deposits: 22104.35, Withdrawals: 87395.02",1
Cus0430,Loan0004,August,311068.55,14300.37,14.24,32,738,12,23964.86,"Transactions: 23, Deposits: 22104.35, Withdrawals: 87395.02",1
Cus0430,Loan0004,September,311068.55,14300.37,14.24,32,738,12,23964.86,"Transactions: 23, Deposits: 22104.35, Withdrawals: 87395.02",1
Cus0430,Loan0004,October,311068.55,14300.37,14.24,32,738,12,23964.86,"Transactions: 23, Deposits: 22104.35, Withdrawals: 87395.02",1
Cus0430,Loan0004,November,311068.55,14300.37,14.24,32,738,12,23964.86,"Transactions: 23, Deposits: 22104.35, Withdrawals: 87395.02",0
Cus0430,Loan0004,December,311068.55,14300.37,14.24,32,738,12,23964.86,"Transactions: 23, Deposits: 22104.35, Withdrawals: 87395.02",1
Cus0431,Loan0004,January,228986.42,14422.36,14.83,57,721,18,71783.76,"Transactions: 26, Deposits: 84366.44, Withdrawals: 30504.2",1
Cus0431,Loan0004,February,228986.42,14422.36,14.83,57,721,18,71783.76,"Transactions: 26, Deposits: 84366.44, Withdrawals: 30504.2",1
